town,county,office,district,party,candidate,winner,votes
Francestown,Hillsborough,President,,R,Mitt Romney,False,449
Franconia,Grafton,President,,R,Mitt Romney,False,276
Franklin,Merrimack,President,,R,Mitt Romney,False,1570
Freedom,Carroll,President,,R,Mitt Romney,False,478
Fremont,Rockingham,President,,R,Mitt Romney,False,1380
Gilford,Belknap,President,,R,Mitt Romney,False,2448
Gilmanton,Belknap,President,,R,Mitt Romney,False,1151
Gilsum,Cheshire,President,,R,Mitt Romney,False,192
Goffstown,Hillsborough,President,,R,Mitt Romney,False,4856
Gorham,Coos,President,,R,Mitt Romney,False,524
Goshen,Sullivan,President,,R,Mitt Romney,False,202
Grafton,Grafton,President,,R,Mitt Romney,False,316
Grantham,Sullivan,President,,R,Mitt Romney,False,831
Green's Grant,Coos,President,,R,Mitt Romney,False,0
Greenfield,Hillsborough,President,,R,Mitt Romney,False,394
Greenland,Rockingham,President,,R,Mitt Romney,False,1159
Greenville,Hillsborough,President,,R,Mitt Romney,False,424
Groton,Grafton,President,,R,Mitt Romney,False,155
Hadley's Purchase,Coos,President,,R,Mitt Romney,False,0
Hale's Location,Carroll,President,,R,Mitt Romney,False,98
Hampstead,Rockingham,President,,R,Mitt Romney,False,3217
Hampton,Rockingham,President,,R,Mitt Romney,False,4742
Hampton Falls,Rockingham,President,,R,Mitt Romney,False,917
Hancock,Hillsborough,President,,R,Mitt Romney,False,465
Hanover,Grafton,President,,R,Mitt Romney,False,1727
Harrisville,Cheshire,President,,R,Mitt Romney,False,208
Hart's Location,Carroll,President,,R,Mitt Romney,False,9
Haverhill,Grafton,President,,R,Mitt Romney,False,975
Hebron,Grafton,President,,R,Mitt Romney,False,222
Henniker,Merrimack,President,,R,Mitt Romney,False,1009
Hill,Merrimack,President,,R,Mitt Romney,False,267
Hillsborough,Hillsborough,President,,R,Mitt Romney,False,1213
Hinsdale,Cheshire,President,,R,Mitt Romney,False,504
Holderness,Grafton,President,,R,Mitt Romney,False,547
Hollis,Hillsborough,President,,R,Mitt Romney,False,2785
Hooksett,Merrimack,President,,R,Mitt Romney,False,3968
Hopkinton,Merrimack,President,,R,Mitt Romney,False,1471
Hudson,Hillsborough,President,,R,Mitt Romney,False,6683
Jackson,Carroll,President,,R,Mitt Romney,False,259
Jaffrey,Cheshire,President,,R,Mitt Romney,False,1235
Jefferson,Coos,President,,R,Mitt Romney,False,311
Keene,Cheshire,President,,R,Mitt Romney,False,3613
Kensington,Rockingham,President,,R,Mitt Romney,False,739
Kilkenny,Coos,President,,R,Mitt Romney,False,0
Kingston,Rockingham,President,,R,Mitt Romney,False,1854
Laconia,Belknap,President,,R,Mitt Romney,False,3859
Lancaster,Coos,President,,R,Mitt Romney,False,742
Landaff,Grafton,President,,R,Mitt Romney,False,109
Langdon,Sullivan,President,,R,Mitt Romney,False,164
Lebanon,Grafton,President,,R,Mitt Romney,False,2060
Lee,Strafford,President,,R,Mitt Romney,False,921
Lempster,Sullivan,President,,R,Mitt Romney,False,316
Lincoln,Grafton,President,,R,Mitt Romney,False,337
Lisbon,Grafton,President,,R,Mitt Romney,False,322
Litchfield,Hillsborough,President,,R,Mitt Romney,False,2703
Littleton,Grafton,President,,R,Mitt Romney,False,1293
Livermore,Grafton,President,,R,Mitt Romney,False,0
Londonderry,Rockingham,President,,R,Mitt Romney,False,7323
Loudon,Merrimack,President,,R,Mitt Romney,False,1546
Low & Burbank's Grant,Coos,President,,R,Mitt Romney,False,0
Lyman,Grafton,President,,R,Mitt Romney,False,140
Lyme,Grafton,President,,R,Mitt Romney,False,274
Lyndeborough,Hillsborough,President,,R,Mitt Romney,False,480
Madbury,Strafford,President,,R,Mitt Romney,False,466
Madison,Carroll,President,,R,Mitt Romney,False,596
Manchester,Hillsborough,President,,R,Mitt Romney,False,20942
Marlborough,Cheshire,President,,R,Mitt Romney,False,348
Marlow,Cheshire,President,,R,Mitt Romney,False,154
Martin's Location,Coos,President,,R,Mitt Romney,False,0
Mason,Hillsborough,President,,R,Mitt Romney,False,476
Meredith,Belknap,President,,R,Mitt Romney,False,2088
Merrimack,Hillsborough,President,,R,Mitt Romney,False,7750
Middleton,Strafford,President,,R,Mitt Romney,False,439
Milan,Coos,President,,R,Mitt Romney,False,283
Milford,Hillsborough,President,,R,Mitt Romney,False,3787
Millsfield,Coos,President,,R,Mitt Romney,False,16
Milton,Strafford,President,,R,Mitt Romney,False,1124
Monroe,Grafton,President,,R,Mitt Romney,False,267
Mont Vernon,Hillsborough,President,,R,Mitt Romney,False,775
Moultonborough,Carroll,President,,R,Mitt Romney,False,1822
Nashua,Hillsborough,President,,R,Mitt Romney,False,17658
Nelson,Cheshire,President,,R,Mitt Romney,False,150
New Boston,Hillsborough,President,,R,Mitt Romney,False,1736
New Castle,Rockingham,President,,R,Mitt Romney,False,419
New Durham,Strafford,President,,R,Mitt Romney,False,889
New Hampton,Belknap,President,,R,Mitt Romney,False,636
New Ipswich,Hillsborough,President,,R,Mitt Romney,False,1696
New London,Merrimack,President,,R,Mitt Romney,False,1384
Newbury,Merrimack,President,,R,Mitt Romney,False,680
Newfields,Rockingham,President,,R,Mitt Romney,False,564
Newington,Rockingham,President,,R,Mitt Romney,False,298
Newmarket,Rockingham,President,,R,Mitt Romney,False,1893
Newport,Sullivan,President,,R,Mitt Romney,False,1310
Newton,Rockingham,President,,R,Mitt Romney,False,1395
North Hampton,Rockingham,President,,R,Mitt Romney,False,1558
Northfield,Merrimack,President,,R,Mitt Romney,False,1013
Northumberland,Coos,President,,R,Mitt Romney,False,366
Northwood,Rockingham,President,,R,Mitt Romney,False,1189
Nottingham,Rockingham,President,,R,Mitt Romney,False,1379
Odell,Coos,President,,R,Mitt Romney,False,0
Orange,Grafton,President,,R,Mitt Romney,False,72
Orford,Grafton,President,,R,Mitt Romney,False,239
Ossipee,Carroll,President,,R,Mitt Romney,False,1142
Pelham,Hillsborough,President,,R,Mitt Romney,False,4184
Pembroke,Merrimack,President,,R,Mitt Romney,False,1729
Peterborough,Hillsborough,President,,R,Mitt Romney,False,1309
Piermont,Grafton,President,,R,Mitt Romney,False,161
Pinkham's Grant,Coos,President,,R,Mitt Romney,False,0
Pittsburg,Coos,President,,R,Mitt Romney,False,317
Pittsfield,Merrimack,President,,R,Mitt Romney,False,936
Plainfield,Sullivan,President,,R,Mitt Romney,False,457
Plaistow,Rockingham,President,,R,Mitt Romney,False,2387
Plymouth,Grafton,President,,R,Mitt Romney,False,1111
Portsmouth,Rockingham,President,,R,Mitt Romney,False,4088
Randolph,Coos,President,,R,Mitt Romney,False,77
Raymond,Rockingham,President,,R,Mitt Romney,False,2632
Richmond,Cheshire,President,,R,Mitt Romney,False,325
Rindge,Cheshire,President,,R,Mitt Romney,False,1716
Rochester,Strafford,President,,R,Mitt Romney,False,6816
Rollinsford,Strafford,President,,R,Mitt Romney,False,680
Roxbury,Cheshire,President,,R,Mitt Romney,False,41
Rumney,Grafton,President,,R,Mitt Romney,False,438
Rye,Rockingham,President,,R,Mitt Romney,False,1873
Salem,Rockingham,President,,R,Mitt Romney,False,8285
Salisbury,Merrimack,President,,R,Mitt Romney,False,387
Sanbornton,Belknap,President,,R,Mitt Romney,False,913
Sandown,Rockingham,President,,R,Mitt Romney,False,1922
Sandwich,Carroll,President,,R,Mitt Romney,False,403
Sargent's Purchase,Coos,President,,R,Mitt Romney,False,0
Seabrook,Rockingham,President,,R,Mitt Romney,False,2211
Second College Grant,Coos,President,,R,Mitt Romney,False,0
Sharon,Hillsborough,President,,R,Mitt Romney,False,91
Shelburne,Coos,President,,R,Mitt Romney,False,118
Somersworth,Strafford,President,,R,Mitt Romney,False,2101
South Hampton,Rockingham,President,,R,Mitt Romney,False,322
Springfield,Sullivan,President,,R,Mitt Romney,False,398
Stark,Coos,President,,R,Mitt Romney,False,133
Stewartstown,Coos,President,,R,Mitt Romney,False,193
Stoddard,Cheshire,President,,R,Mitt Romney,False,337
Strafford,Strafford,President,,R,Mitt Romney,False,1214
Stratford,Coos,President,,R,Mitt Romney,False,105
Stratham,Rockingham,President,,R,Mitt Romney,False,2395
Success,Coos,President,,R,Mitt Romney,False,0
Sugar Hill,Grafton,President,,R,Mitt Romney,False,153
Sullivan,Cheshire,President,,R,Mitt Romney,False,148
Sunapee,Sullivan,President,,R,Mitt Romney,False,1075
Surry,Cheshire,President,,R,Mitt Romney,False,219
Sutton,Merrimack,President,,R,Mitt Romney,False,545
Swanzey,Cheshire,President,,R,Mitt Romney,False,1497
Tamworth,Carroll,President,,R,Mitt Romney,False,718
Temple,Hillsborough,President,,R,Mitt Romney,False,413
Thompson & Meserve's Pur.,Coos,President,,R,Mitt Romney,False,0
Thornton,Grafton,President,,R,Mitt Romney,False,611
Tilton,Belknap,President,,R,Mitt Romney,False,853
Troy,Cheshire,President,,R,Mitt Romney,False,413
Tuftonboro,Carroll,President,,R,Mitt Romney,False,984
Unity,Sullivan,President,,R,Mitt Romney,False,359
Wakefield,Carroll,President,,R,Mitt Romney,False,1448
Walpole,Cheshire,President,,R,Mitt Romney,False,793
Warner,Merrimack,President,,R,Mitt Romney,False,694
Warren,Grafton,President,,R,Mitt Romney,False,206
Washington,Sullivan,President,,R,Mitt Romney,False,314
Waterville Valley,Grafton,President,,R,Mitt Romney,False,105
Weare,Hillsborough,President,,R,Mitt Romney,False,2592
Webster,Merrimack,President,,R,Mitt Romney,False,496
Wentworth,Grafton,President,,R,Mitt Romney,False,260
Wentworth's Location,Coos,President,,R,Mitt Romney,False,12
Westmoreland,Cheshire,President,,R,Mitt Romney,False,411
Whitefield,Coos,President,,R,Mitt Romney,False,478
Wilmot,Merrimack,President,,R,Mitt Romney,False,361
Wilton,Hillsborough,President,,R,Mitt Romney,False,1022
Winchester,Cheshire,President,,R,Mitt Romney,False,633
Windham,Rockingham,President,,R,Mitt Romney,False,5224
Windsor,Hillsborough,President,,R,Mitt Romney,False,66
Wolfeboro,Carroll,President,,R,Mitt Romney,False,2400
Woodstock,Grafton,President,,R,Mitt Romney,False,307
Acworth,Sullivan,President,,D,Barack Obama,True,316
Albany,Carroll,President,,D,Barack Obama,True,235
Alexandria,Grafton,President,,D,Barack Obama,True,472
Allenstown,Merrimack,President,,D,Barack Obama,True,1149
Alstead,Cheshire,President,,D,Barack Obama,True,634
Alton,Belknap,President,,D,Barack Obama,True,1207
Amherst,Hillsborough,President,,D,Barack Obama,True,3501
Andover,Merrimack,President,,D,Barack Obama,True,777
Antrim,Hillsborough,President,,D,Barack Obama,True,810
Ashland,Grafton,President,,D,Barack Obama,True,587
At. & Gil. Academy Grant,Coos,President,,D,Barack Obama,True,0
Atkinson,Rockingham,President,,D,Barack Obama,True,1630
Auburn,Rockingham,President,,D,Barack Obama,True,1219
Barnstead,Belknap,President,,D,Barack Obama,True,1125
Barrington,Strafford,President,,D,Barack Obama,True,2577
Bartlett,Carroll,President,,D,Barack Obama,True,1039
Bath,Grafton,President,,D,Barack Obama,True,264
Bean's Grant,Coos,President,,D,Barack Obama,True,0
Bean's Purchase,Coos,President,,D,Barack Obama,True,0
Bedford,Hillsborough,President,,D,Barack Obama,True,4713
Belmont,Belknap,President,,D,Barack Obama,True,1782
Bennington,Hillsborough,President,,D,Barack Obama,True,395
Benton,Grafton,President,,D,Barack Obama,True,79
Berlin,Coos,President,,D,Barack Obama,True,2863
Bethlehem,Grafton,President,,D,Barack Obama,True,862
Boscawen,Merrimack,President,,D,Barack Obama,True,1000
Bow,Merrimack,President,,D,Barack Obama,True,2509
Bradford,Merrimack,President,,D,Barack Obama,True,503
Brentwood,Rockingham,President,,D,Barack Obama,True,1093
Bridgewater,Grafton,President,,D,Barack Obama,True,343
Bristol,Grafton,President,,D,Barack Obama,True,779
Brookfield,Carroll,President,,D,Barack Obama,True,171
Brookline,Hillsborough,President,,D,Barack Obama,True,1278
Cambridge,Coos,President,,D,Barack Obama,True,2
Campton,Grafton,President,,D,Barack Obama,True,1050
Canaan,Grafton,President,,D,Barack Obama,True,1089
Candia,Rockingham,President,,D,Barack Obama,True,937
Canterbury,Merrimack,President,,D,Barack Obama,True,905
Carroll,Coos,President,,D,Barack Obama,True,274
Center Harbor,Belknap,President,,D,Barack Obama,True,308
Chandler's Purchase,Coos,President,,D,Barack Obama,True,0
Charlestown,Sullivan,President,,D,Barack Obama,True,1365
Chatham,Carroll,President,,D,Barack Obama,True,105
Chester,Rockingham,President,,D,Barack Obama,True,1082
Chesterfield,Cheshire,President,,D,Barack Obama,True,1251
Chichester,Merrimack,President,,D,Barack Obama,True,731
Claremont,Sullivan,President,,D,Barack Obama,True,3352
Clarksville,Coos,President,,D,Barack Obama,True,72
Colebrook,Coos,President,,D,Barack Obama,True,472
Columbia,Coos,President,,D,Barack Obama,True,155
Concord,Merrimack,President,,D,Barack Obama,True,14218
Conway,Carroll,President,,D,Barack Obama,True,2954
Cornish,Sullivan,President,,D,Barack Obama,True,635
Crawford's Purchase,Coos,President,,D,Barack Obama,True,0
Croydon,Sullivan,President,,D,Barack Obama,True,196
Cutt's Grant,Coos,President,,D,Barack Obama,True,0
Dalton,Coos,President,,D,Barack Obama,True,241
Danbury,Merrimack,President,,D,Barack Obama,True,307
Danville,Rockingham,President,,D,Barack Obama,True,983
Deerfield,Rockingham,President,,D,Barack Obama,True,1133
Deering,Hillsborough,President,,D,Barack Obama,True,508
Derry,Rockingham,President,,D,Barack Obama,True,7612
Dix's Grant,Coos,President,,D,Barack Obama,True,0
Dixville,Coos,President,,D,Barack Obama,True,5
Dorchester,Grafton,President,,D,Barack Obama,True,92
Dover,Strafford,President,,D,Barack Obama,True,9724
Dublin,Cheshire,President,,D,Barack Obama,True,671
Dummer,Coos,President,,D,Barack Obama,True,84
Dunbarton,Merrimack,President,,D,Barack Obama,True,794
Durham,Strafford,President,,D,Barack Obama,True,5074
East Kingston,Rockingham,President,,D,Barack Obama,True,592
Easton,Grafton,President,,D,Barack Obama,True,122
Eaton,Carroll,President,,D,Barack Obama,True,163
Effingham,Carroll,President,,D,Barack Obama,True,380
Ellsworth,Grafton,President,,D,Barack Obama,True,32
Enfield,Grafton,President,,D,Barack Obama,True,1542
Epping,Rockingham,President,,D,Barack Obama,True,1793
Epsom,Merrimack,President,,D,Barack Obama,True,1195
Errol,Coos,President,,D,Barack Obama,True,81
Erving's Location,Coos,President,,D,Barack Obama,True,0
Exeter,Rockingham,President,,D,Barack Obama,True,5194
Farmington,Strafford,President,,D,Barack Obama,True,1545
Fitzwilliam,Cheshire,President,,D,Barack Obama,True,753
Francestown,Hillsborough,President,,D,Barack Obama,True,538
Franconia,Grafton,President,,D,Barack Obama,True,479
Franklin,Merrimack,President,,D,Barack Obama,True,2059
Freedom,Carroll,President,,D,Barack Obama,True,438
Fremont,Rockingham,President,,D,Barack Obama,True,1039
Gilford,Belknap,President,,D,Barack Obama,True,2133
Gilmanton,Belknap,President,,D,Barack Obama,True,1013
Gilsum,Cheshire,President,,D,Barack Obama,True,231
Goffstown,Hillsborough,President,,D,Barack Obama,True,4231
Gorham,Coos,President,,D,Barack Obama,True,1020
Goshen,Sullivan,President,,D,Barack Obama,True,227
Grafton,Grafton,President,,D,Barack Obama,True,339
Grantham,Sullivan,President,,D,Barack Obama,True,1144
Green's Grant,Coos,President,,D,Barack Obama,True,1
Greenfield,Hillsborough,President,,D,Barack Obama,True,461
Greenland,Rockingham,President,,D,Barack Obama,True,1355
Greenville,Hillsborough,President,,D,Barack Obama,True,509
Groton,Grafton,President,,D,Barack Obama,True,139
Hadley's Purchase,Coos,President,,D,Barack Obama,True,0
Hale's Location,Carroll,President,,D,Barack Obama,True,28
Hampstead,Rockingham,President,,D,Barack Obama,True,2012
Hampton,Rockingham,President,,D,Barack Obama,True,4843
Hampton Falls,Rockingham,President,,D,Barack Obama,True,548
Hancock,Hillsborough,President,,D,Barack Obama,True,738
Hanover,Grafton,President,,D,Barack Obama,True,5469
Harrisville,Cheshire,President,,D,Barack Obama,True,478
Hart's Location,Carroll,President,,D,Barack Obama,True,23
Haverhill,Grafton,President,,D,Barack Obama,True,974
Hebron,Grafton,President,,D,Barack Obama,True,171
Henniker,Merrimack,President,,D,Barack Obama,True,1515
Hill,Merrimack,President,,D,Barack Obama,True,286
Hillsborough,Hillsborough,President,,D,Barack Obama,True,1490
Hinsdale,Cheshire,President,,D,Barack Obama,True,1227
Holderness,Grafton,President,,D,Barack Obama,True,755
Hollis,Hillsborough,President,,D,Barack Obama,True,2289
Hooksett,Merrimack,President,,D,Barack Obama,True,3319
Hopkinton,Merrimack,President,,D,Barack Obama,True,2264
Hudson,Hillsborough,President,,D,Barack Obama,True,5451
Jackson,Carroll,President,,D,Barack Obama,True,423
Jaffrey,Cheshire,President,,D,Barack Obama,True,1538
Jefferson,Coos,President,,D,Barack Obama,True,274
Keene,Cheshire,President,,D,Barack Obama,True,8718
Kensington,Rockingham,President,,D,Barack Obama,True,587
Kilkenny,Coos,President,,D,Barack Obama,True,0
Kingston,Rockingham,President,,D,Barack Obama,True,1518
Laconia,Belknap,President,,D,Barack Obama,True,3938
Lancaster,Coos,President,,D,Barack Obama,True,864
Landaff,Grafton,President,,D,Barack Obama,True,133
Langdon,Sullivan,President,,D,Barack Obama,True,223
Lebanon,Grafton,President,,D,Barack Obama,True,4772
Lee,Strafford,President,,D,Barack Obama,True,1621
Lempster,Sullivan,President,,D,Barack Obama,True,294
Lincoln,Grafton,President,,D,Barack Obama,True,446
Lisbon,Grafton,President,,D,Barack Obama,True,386
Litchfield,Hillsborough,President,,D,Barack Obama,True,1956
Littleton,Grafton,President,,D,Barack Obama,True,1566
Livermore,Grafton,President,,D,Barack Obama,True,0
Londonderry,Rockingham,President,,D,Barack Obama,True,5690
Loudon,Merrimack,President,,D,Barack Obama,True,1414
Low & Burbank's Grant,Coos,President,,D,Barack Obama,True,0
Lyman,Grafton,President,,D,Barack Obama,True,161
Lyme,Grafton,President,,D,Barack Obama,True,932
Lyndeborough,Hillsborough,President,,D,Barack Obama,True,535
Madbury,Strafford,President,,D,Barack Obama,True,673
Madison,Carroll,President,,D,Barack Obama,True,793
Manchester,Hillsborough,President,,D,Barack Obama,True,26227
Marlborough,Cheshire,President,,D,Barack Obama,True,801
Marlow,Cheshire,President,,D,Barack Obama,True,262
Martin's Location,Coos,President,,D,Barack Obama,True,0
Mason,Hillsborough,President,,D,Barack Obama,True,331
Meredith,Belknap,President,,D,Barack Obama,True,1853
Merrimack,Hillsborough,President,,D,Barack Obama,True,6832
Middleton,Strafford,President,,D,Barack Obama,True,416
Milan,Coos,President,,D,Barack Obama,True,435
Milford,Hillsborough,President,,D,Barack Obama,True,3954
Millsfield,Coos,President,,D,Barack Obama,True,5
Milton,Strafford,President,,D,Barack Obama,True,1104
Monroe,Grafton,President,,D,Barack Obama,True,216
Mont Vernon,Hillsborough,President,,D,Barack Obama,True,691
Moultonborough,Carroll,President,,D,Barack Obama,True,1204
Nashua,Hillsborough,President,,D,Barack Obama,True,23413
Nelson,Cheshire,President,,D,Barack Obama,True,295
New Boston,Hillsborough,President,,D,Barack Obama,True,1399
New Castle,Rockingham,President,,D,Barack Obama,True,396
New Durham,Strafford,President,,D,Barack Obama,True,699
New Hampton,Belknap,President,,D,Barack Obama,True,646
New Ipswich,Hillsborough,President,,D,Barack Obama,True,823
New London,Merrimack,President,,D,Barack Obama,True,1737
Newbury,Merrimack,President,,D,Barack Obama,True,664
Newfields,Rockingham,President,,D,Barack Obama,True,521
Newington,Rockingham,President,,D,Barack Obama,True,262
Newmarket,Rockingham,President,,D,Barack Obama,True,3230
Newport,Sullivan,President,,D,Barack Obama,True,1448
Newton,Rockingham,President,,D,Barack Obama,True,1104
North Hampton,Rockingham,President,,D,Barack Obama,True,1462
Northfield,Merrimack,President,,D,Barack Obama,True,1242
Northumberland,Coos,President,,D,Barack Obama,True,621
Northwood,Rockingham,President,,D,Barack Obama,True,1198
Nottingham,Rockingham,President,,D,Barack Obama,True,1364
Odell,Coos,President,,D,Barack Obama,True,0
Orange,Grafton,President,,D,Barack Obama,True,107
Orford,Grafton,President,,D,Barack Obama,True,455
Ossipee,Carroll,President,,D,Barack Obama,True,961
Pelham,Hillsborough,President,,D,Barack Obama,True,2870
Pembroke,Merrimack,President,,D,Barack Obama,True,2102
Peterborough,Hillsborough,President,,D,Barack Obama,True,2479
Piermont,Grafton,President,,D,Barack Obama,True,255
Pinkham's Grant,Coos,President,,D,Barack Obama,True,3
Pittsburg,Coos,President,,D,Barack Obama,True,180
Pittsfield,Merrimack,President,,D,Barack Obama,True,959
Plainfield,Sullivan,President,,D,Barack Obama,True,976
Plaistow,Rockingham,President,,D,Barack Obama,True,1709
Plymouth,Grafton,President,,D,Barack Obama,True,2313
Portsmouth,Rockingham,President,,D,Barack Obama,True,8848
Randolph,Coos,President,,D,Barack Obama,True,172
Raymond,Rockingham,President,,D,Barack Obama,True,2289
Richmond,Cheshire,President,,D,Barack Obama,True,330
Rindge,Cheshire,President,,D,Barack Obama,True,1410
Rochester,Strafford,President,,D,Barack Obama,True,7493
Rollinsford,Strafford,President,,D,Barack Obama,True,837
Roxbury,Cheshire,President,,D,Barack Obama,True,110
Rumney,Grafton,President,,D,Barack Obama,True,411
Rye,Rockingham,President,,D,Barack Obama,True,1930
Salem,Rockingham,President,,D,Barack Obama,True,6026
Salisbury,Merrimack,President,,D,Barack Obama,True,400
Sanbornton,Belknap,President,,D,Barack Obama,True,888
Sandown,Rockingham,President,,D,Barack Obama,True,1298
Sandwich,Carroll,President,,D,Barack Obama,True,609
Sargent's Purchase,Coos,President,,D,Barack Obama,True,0
Seabrook,Rockingham,President,,D,Barack Obama,True,2030
Second College Grant,Coos,President,,D,Barack Obama,True,0
Sharon,Hillsborough,President,,D,Barack Obama,True,162
Shelburne,Coos,President,,D,Barack Obama,True,139
Somersworth,Strafford,President,,D,Barack Obama,True,3028
South Hampton,Rockingham,President,,D,Barack Obama,True,240
Springfield,Sullivan,President,,D,Barack Obama,True,365
Stark,Coos,President,,D,Barack Obama,True,164
Stewartstown,Coos,President,,D,Barack Obama,True,161
Stoddard,Cheshire,President,,D,Barack Obama,True,403
Strafford,Strafford,President,,D,Barack Obama,True,1235
Stratford,Coos,President,,D,Barack Obama,True,167
Stratham,Rockingham,President,,D,Barack Obama,True,2411
Success,Coos,President,,D,Barack Obama,True,0
Sugar Hill,Grafton,President,,D,Barack Obama,True,248
Sullivan,Cheshire,President,,D,Barack Obama,True,221
Sunapee,Sullivan,President,,D,Barack Obama,True,916
Surry,Cheshire,President,,D,Barack Obama,True,270
Sutton,Merrimack,President,,D,Barack Obama,True,654
Swanzey,Cheshire,President,,D,Barack Obama,True,2133
Tamworth,Carroll,President,,D,Barack Obama,True,843
Temple,Hillsborough,President,,D,Barack Obama,True,435
Thompson & Meserve's Pur.,Coos,President,,D,Barack Obama,True,0
Thornton,Grafton,President,,D,Barack Obama,True,743
Tilton,Belknap,President,,D,Barack Obama,True,997
Troy,Cheshire,President,,D,Barack Obama,True,553
Tuftonboro,Carroll,President,,D,Barack Obama,True,671
Unity,Sullivan,President,,D,Barack Obama,True,424
