town,county,office,district,party,candidate,winner,votes
Tamworth,Carroll,State Representative,3,DEM,Ticehurst,True,785
Moultonborough,Carroll,State Representative,4,DEM,Albee,False,1117
Sandwich,Carroll,State Representative,4,DEM,Albee,False,524
Tuftonboro,Carroll,State Representative,4,DEM,Albee,False,777
Moultonborough,Carroll,State Representative,4,REP,Cordelli,True,1414
Sandwich,Carroll,State Representative,4,REP,Cordelli,True,360
Tuftonboro,Carroll,State Representative,4,REP,Cordelli,True,759
Moultonborough,Carroll,State Representative,4,REP,Crawford,True,1722
Sandwich,Carroll,State Representative,4,REP,Crawford,True,392
Tuftonboro,Carroll,State Representative,4,REP,Crawford,True,697
Moultonborough,Carroll,State Representative,4,,Scatter,False,0
Sandwich,Carroll,State Representative,4,,Scatter,False,0
Tuftonboro,Carroll,State Representative,4,,Scatter,False,1
Brookfield,Carroll,State Representative,5,DEM,Lavender,True,186
Effingham,Carroll,State Representative,5,DEM,Lavender,True,330
Ossipee,Carroll,State Representative,5,DEM,Lavender,True,772
Wakefield,Carroll,State Representative,5,DEM,Lavender,True,1065
Brookfield,Carroll,State Representative,5,REP,Merrow,True,171
Effingham,Carroll,State Representative,5,REP,Merrow,True,392
Ossipee,Carroll,State Representative,5,REP,Merrow,True,1256
Wakefield,Carroll,State Representative,5,REP,Merrow,True,1018
Brookfield,Carroll,State Representative,5,REP,Nelson,True,235
Effingham,Carroll,State Representative,5,REP,Nelson,True,329
Ossipee,Carroll,State Representative,5,REP,Nelson,True,938
Wakefield,Carroll,State Representative,5,REP,Nelson,True,1192
Brookfield,Carroll,State Representative,5,REP,Olimpio,False,168
Effingham,Carroll,State Representative,5,REP,Olimpio,False,264
Ossipee,Carroll,State Representative,5,REP,Olimpio,False,758
Wakefield,Carroll,State Representative,5,REP,Olimpio,False,1019
Brookfield,Carroll,State Representative,5,,Scatter,False,0
Effingham,Carroll,State Representative,5,,Scatter,False,1
Ossipee,Carroll,State Representative,5,,Scatter,False,4
Wakefield,Carroll,State Representative,5,,Scatter,False,11
Wolfeboro,Carroll,State Representative,6,REP,Ahlgren,True,2087
Wolfeboro,Carroll,State Representative,6,,Scatter,False,0
Wolfeboro,Carroll,State Representative,6,REP,Schmidt,True,2010
Wolfeboro,Carroll,State Representative,6,DEM,White,False,1506
Wolfeboro,Carroll,State Representative,6,DEM,Woods,False,1691
Albany,Carroll,State Representative,7,DEM,Butler,True,226
Bartlett,Carroll,State Representative,7,DEM,Butler,True,1050
Chatham,Carroll,State Representative,7,DEM,Butler,True,100
Conway,Carroll,State Representative,7,DEM,Butler,True,2873
Eaton,Carroll,State Representative,7,DEM,Butler,True,156
Freedom,Carroll,State Representative,7,DEM,Butler,True,419
Hale's Location,Carroll,State Representative,7,DEM,Butler,True,30
Hart's Location,Carroll,State Representative,7,DEM,Butler,True,27
Jackson,Carroll,State Representative,7,DEM,Butler,True,423
Madison,Carroll,State Representative,7,DEM,Butler,True,787
Tamworth,Carroll,State Representative,7,DEM,Butler,True,835
Albany,Carroll,State Representative,7,,Scatter,False,0
Bartlett,Carroll,State Representative,7,,Scatter,False,0
Chatham,Carroll,State Representative,7,,Scatter,False,0
Conway,Carroll,State Representative,7,,Scatter,False,6
Eaton,Carroll,State Representative,7,,Scatter,False,0
Freedom,Carroll,State Representative,7,,Scatter,False,1
Hale's Location,Carroll,State Representative,7,,Scatter,False,0
Hart's Location,Carroll,State Representative,7,,Scatter,False,0
Jackson,Carroll,State Representative,7,,Scatter,False,1
Madison,Carroll,State Representative,7,,Scatter,False,2
Tamworth,Carroll,State Representative,7,,Scatter,False,1
Albany,Carroll,State Representative,7,REP,Tregenza,False,151
Bartlett,Carroll,State Representative,7,REP,Tregenza,False,657
Chatham,Carroll,State Representative,7,REP,Tregenza,False,91
Conway,Carroll,State Representative,7,REP,Tregenza,False,1764
Eaton,Carroll,State Representative,7,REP,Tregenza,False,121
Freedom,Carroll,State Representative,7,REP,Tregenza,False,423
Hale's Location,Carroll,State Representative,7,REP,Tregenza,False,90
Hart's Location,Carroll,State Representative,7,REP,Tregenza,False,6
Jackson,Carroll,State Representative,7,REP,Tregenza,False,203
Madison,Carroll,State Representative,7,REP,Tregenza,False,544
Tamworth,Carroll,State Representative,7,REP,Tregenza,False,612
Brookfield,Carroll,State Representative,8,,Scatter,False,0
Effingham,Carroll,State Representative,8,,Scatter,False,0
Moultonborough,Carroll,State Representative,8,,Scatter,False,0
Ossipee,Carroll,State Representative,8,,Scatter,False,2
Sandwich,Carroll,State Representative,8,,Scatter,False,0
Tuftonboro,Carroll,State Representative,8,,Scatter,False,0
Wakefield,Carroll,State Representative,8,,Scatter,False,0
Brookfield,Carroll,State Representative,8,DEM,Wiley,False,167
Effingham,Carroll,State Representative,8,DEM,Wiley,False,375
Moultonborough,Carroll,State Representative,8,DEM,Wiley,False,1119
Ossipee,Carroll,State Representative,8,DEM,Wiley,False,919
Sandwich,Carroll,State Representative,8,DEM,Wiley,False,626
Tuftonboro,Carroll,State Representative,8,DEM,Wiley,False,594
Wakefield,Carroll,State Representative,8,DEM,Wiley,False,1038
Brookfield,Carroll,State Representative,8,REP,Wright,True,204
Effingham,Carroll,State Representative,8,REP,Wright,True,246
Moultonborough,Carroll,State Representative,8,REP,Wright,True,1601
Ossipee,Carroll,State Representative,8,REP,Wright,True,900
Sandwich,Carroll,State Representative,8,REP,Wright,True,329
Tuftonboro,Carroll,State Representative,8,REP,Wright,True,898
Wakefield,Carroll,State Representative,8,REP,Wright,True,1263
Chesterfield,Cheshire,State Representative,1,REP,Aldrich,False,755
Hinsdale,Cheshire,State Representative,1,REP,Aldrich,False,376
Walpole,Cheshire,State Representative,1,REP,Aldrich,False,938
Westmoreland,Cheshire,State Representative,1,REP,Aldrich,False,350
Chesterfield,Cheshire,State Representative,1,IND,Kotfila,False,110
Hinsdale,Cheshire,State Representative,1,IND,Kotfila,False,78
Walpole,Cheshire,State Representative,1,IND,Kotfila,False,99
Westmoreland,Cheshire,State Representative,1,IND,Kotfila,False,113
Chesterfield,Cheshire,State Representative,1,REP,Levlocke,False,862
Hinsdale,Cheshire,State Representative,1,REP,Levlocke,False,439
Walpole,Cheshire,State Representative,1,REP,Levlocke,False,666
Westmoreland,Cheshire,State Representative,1,REP,Levlocke,False,337
Chesterfield,Cheshire,State Representative,1,REP,"Moore, Jr.",False,798
Hinsdale,Cheshire,State Representative,1,REP,"Moore, Jr.",False,401
Walpole,Cheshire,State Representative,1,REP,"Moore, Jr.",False,723
Westmoreland,Cheshire,State Representative,1,REP,"Moore, Jr.",False,486
Chesterfield,Cheshire,State Representative,1,REP,Smith,False,885
Hinsdale,Cheshire,State Representative,1,REP,Smith,False,654
Walpole,Cheshire,State Representative,1,REP,Smith,False,643
Westmoreland,Cheshire,State Representative,1,REP,Smith,False,353
Chesterfield,Cheshire,State Representative,1,DEM,Berch,True,997
Hinsdale,Cheshire,State Representative,1,DEM,Berch,True,925
Walpole,Cheshire,State Representative,1,DEM,Berch,True,977
Westmoreland,Cheshire,State Representative,1,DEM,Berch,True,565
Chesterfield,Cheshire,State Representative,1,DEM,Butynski,True,1086
Hinsdale,Cheshire,State Representative,1,DEM,Butynski,True,1185
Walpole,Cheshire,State Representative,1,DEM,Butynski,True,976
Westmoreland,Cheshire,State Representative,1,DEM,Butynski,True,524
Chesterfield,Cheshire,State Representative,1,DEM,Sad,True,993
Hinsdale,Cheshire,State Representative,1,DEM,Sad,True,883
Walpole,Cheshire,State Representative,1,DEM,Sad,True,1246
Westmoreland,Cheshire,State Representative,1,DEM,Sad,True,523
Chesterfield,Cheshire,State Representative,1,,Scatter,False,2
Hinsdale,Cheshire,State Representative,1,,Scatter,False,2
Walpole,Cheshire,State Representative,1,,Scatter,False,0
Westmoreland,Cheshire,State Representative,1,,Scatter,False,0
Chesterfield,Cheshire,State Representative,1,DEM,Weber,True,1018
Hinsdale,Cheshire,State Representative,1,DEM,Weber,True,922
Walpole,Cheshire,State Representative,1,DEM,Weber,True,1188
Westmoreland,Cheshire,State Representative,1,DEM,Weber,True,530
Alstead,Cheshire,State Representative,2,REP,Cartwright,False,433
Marlow,Cheshire,State Representative,2,REP,Cartwright,False,167
Surry,Cheshire,State Representative,2,REP,Cartwright,False,226
Alstead,Cheshire,State Representative,2,DEM,Mann,True,572
Marlow,Cheshire,State Representative,2,DEM,Mann,True,243
Surry,Cheshire,State Representative,2,DEM,Mann,True,236
Alstead,Cheshire,State Representative,2,,Scatter,False,0
Marlow,Cheshire,State Representative,2,,Scatter,False,1
Surry,Cheshire,State Representative,2,,Scatter,False,0
Gilsum,Cheshire,State Representative,3,DEM,Eaton,True,212
Nelson,Cheshire,State Representative,3,DEM,Eaton,True,265
Stoddard,Cheshire,State Representative,3,DEM,Eaton,True,357
Sullivan,Cheshire,State Representative,3,DEM,Eaton,True,179
Gilsum,Cheshire,State Representative,3,,Scatter,False,1
Nelson,Cheshire,State Representative,3,,Scatter,False,0
Stoddard,Cheshire,State Representative,3,,Scatter,False,0
Sullivan,Cheshire,State Representative,3,,Scatter,False,0
Gilsum,Cheshire,State Representative,3,REP,Ward,False,199
Nelson,Cheshire,State Representative,3,REP,Ward,False,156
Stoddard,Cheshire,State Representative,3,REP,Ward,False,366
Sullivan,Cheshire,State Representative,3,REP,Ward,False,175
Keene,Cheshire,State Representative,4,DEM,Roberts,True,1425
Keene,Cheshire,State Representative,4,,Scatter,False,3
Keene,Cheshire,State Representative,5,REP,Chaffee,False,615
Keene,Cheshire,State Representative,5,DEM,Phillips,True,1616
Keene,Cheshire,State Representative,5,,Scatter,False,3
Keene,Cheshire,State Representative,6,REP,Carlsen,False,684
Keene,Cheshire,State Representative,6,DEM,Robertson,True,1520
Keene,Cheshire,State Representative,6,,Scatter,False,5
Keene,Cheshire,State Representative,7,DEM,Johnsen,True,1790
Keene,Cheshire,State Representative,7,,Scatter,False,15
Keene,Cheshire,State Representative,8,REP,Bendzinski,False,896
Keene,Cheshire,State Representative,8,DEM,Chase,True,1485
Keene,Cheshire,State Representative,8,,Scatter,False,1
Dublin,Cheshire,State Representative,9,DEM,Ames,True,608
Harrisville,Cheshire,State Representative,9,DEM,Ames,True,439
Jaffrey,Cheshire,State Representative,9,DEM,Ames,True,1364
Roxbury,Cheshire,State Representative,9,DEM,Ames,True,96
Dublin,Cheshire,State Representative,9,REP,Desmarais,False,308
Harrisville,Cheshire,State Representative,9,REP,Desmarais,False,163
Jaffrey,Cheshire,State Representative,9,REP,Desmarais,False,1037
Roxbury,Cheshire,State Representative,9,REP,Desmarais,False,34
Dublin,Cheshire,State Representative,9,DEM,Ley,True,563
Harrisville,Cheshire,State Representative,9,DEM,Ley,True,438
Jaffrey,Cheshire,State Representative,9,DEM,Ley,True,1274
Roxbury,Cheshire,State Representative,9,DEM,Ley,True,89
Dublin,Cheshire,State Representative,9,REP,Moore,False,360
Harrisville,Cheshire,State Representative,9,REP,Moore,False,189
Jaffrey,Cheshire,State Representative,9,REP,Moore,False,1170
Roxbury,Cheshire,State Representative,9,REP,Moore,False,39
Dublin,Cheshire,State Representative,9,,Scatter,False,0
Harrisville,Cheshire,State Representative,9,,Scatter,False,0
Jaffrey,Cheshire,State Representative,9,,Scatter,False,8
Roxbury,Cheshire,State Representative,9,,Scatter,False,0
Marlborough,Cheshire,State Representative,10,,Scatter,False,3
Troy,Cheshire,State Representative,10,,Scatter,False,0
Marlborough,Cheshire,State Representative,10,DEM,Shepardson,True,771
Troy,Cheshire,State Representative,10,DEM,Shepardson,True,491
Marlborough,Cheshire,State Representative,10,REP,Walsh,False,313
Troy,Cheshire,State Representative,10,REP,Walsh,False,447
Fitzwilliam,Cheshire,State Representative,11,REP,Emerson,True,593
Rindge,Cheshire,State Representative,11,REP,Emerson,True,1801
Fitzwilliam,Cheshire,State Representative,11,REP,Hunt,True,628
Rindge,Cheshire,State Representative,11,REP,Hunt,True,1989
Fitzwilliam,Cheshire,State Representative,11,,Scatter,False,2
Rindge,Cheshire,State Representative,11,,Scatter,False,0
Richmond,Cheshire,State Representative,12,REP,Bersaw,False,280
Swanzey,Cheshire,State Representative,12,REP,Bersaw,False,1072
Richmond,Cheshire,State Representative,12,DEM,Faulkner,False,263
Swanzey,Cheshire,State Representative,12,DEM,Faulkner,False,1623
Richmond,Cheshire,State Representative,12,REP,Johnson,True,320
Swanzey,Cheshire,State Representative,12,REP,Johnson,True,1595
Richmond,Cheshire,State Representative,12,DEM,Lerandeau,True,283
Swanzey,Cheshire,State Representative,12,DEM,Lerandeau,True,1862
Richmond,Cheshire,State Representative,12,,Scatter,False,1
Swanzey,Cheshire,State Representative,12,,Scatter,False,4
Winchester,Cheshire,State Representative,13,DEM,Parkhurst,True,1369
Winchester,Cheshire,State Representative,13,,Scatter,False,21
Dublin,Cheshire,State Representative,14,,Scatter,False,0
Fitzwilliam,Cheshire,State Representative,14,,Scatter,False,17
Harrisville,Cheshire,State Representative,14,,Scatter,False,0
Jaffrey,Cheshire,State Representative,14,,Scatter,False,2
Rindge,Cheshire,State Representative,14,,Scatter,False,25
Roxbury,Cheshire,State Representative,14,,Scatter,False,0
Dublin,Cheshire,State Representative,14,REP,"Sterling, Jr.",False,389
Fitzwilliam,Cheshire,State Representative,14,REP,"Sterling, Jr.",False,511
Harrisville,Cheshire,State Representative,14,REP,"Sterling, Jr.",False,186
Jaffrey,Cheshire,State Representative,14,REP,"Sterling, Jr.",False,1364
Rindge,Cheshire,State Representative,14,REP,"Sterling, Jr.",False,1686
Roxbury,Cheshire,State Representative,14,REP,"Sterling, Jr.",False,38
Dublin,Cheshire,State Representative,14,DEM,Young,True,581
Fitzwilliam,Cheshire,State Representative,14,DEM,Young,True,678
Harrisville,Cheshire,State Representative,14,DEM,Young,True,447
Jaffrey,Cheshire,State Representative,14,DEM,Young,True,1308
Rindge,Cheshire,State Representative,14,DEM,Young,True,1267
Roxbury,Cheshire,State Representative,14,DEM,Young,True,98
Marlborough,Cheshire,State Representative,15,REP, Thackston,False,342
Richmond,Cheshire,State Representative,15,REP, Thackston,False,308
Swanzey,Cheshire,State Representative,15,REP, Thackston,False,1292
Troy,Cheshire,State Representative,15,REP, Thackston,False,442
Winchester,Cheshire,State Representative,15,REP, Thackston,False,610
Marlborough,Cheshire,State Representative,15,,Scatter,False,1
Richmond,Cheshire,State Representative,15,,Scatter,False,1
Swanzey,Cheshire,State Representative,15,,Scatter,False,4
Troy,Cheshire,State Representative,15,,Scatter,False,1
Winchester,Cheshire,State Representative,15,,Scatter,False,1
Marlborough,Cheshire,State Representative,15,DEM,Tatro,True,700
Richmond,Cheshire,State Representative,15,DEM,Tatro,True,320
Swanzey,Cheshire,State Representative,15,DEM,Tatro,True,2105
Troy,Cheshire,State Representative,15,DEM,Tatro,True,499
Winchester,Cheshire,State Representative,15,DEM,Tatro,True,1019
Keene,Cheshire,State Representative,16,DEM,Burridge,True,5592
Keene,Cheshire,State Representative,16,LIB,Freeman,False,1488
Keene,Cheshire,State Representative,16,,Scatter,False,36
Keene,Cheshire,State Representative,16,DEM,Weed,True,7625
At. & Gil. Academy Grant,Coos,State Representative,1,REP,Daugherty,False,0
Cambridge,Coos,State Representative,1,REP,Daugherty,False,2
Clarksville,Coos,State Representative,1,REP,Daugherty,False,79
Colebrook,Coos,State Representative,1,REP,Daugherty,False,371
Columbia,Coos,State Representative,1,REP,Daugherty,False,133
Dix's Grant,Coos,State Representative,1,REP,Daugherty,False,0
Dixville,Coos,State Representative,1,REP,Daugherty,False,3
Errol,Coos,State Representative,1,REP,Daugherty,False,49
Erving's Location,Coos,State Representative,1,REP,Daugherty,False,0
Millsfield,Coos,State Representative,1,REP,Daugherty,False,16
Odell,Coos,State Representative,1,REP,Daugherty,False,0
Pittsburg,Coos,State Representative,1,REP,Daugherty,False,243
Second College Grant,Coos,State Representative,1,REP,Daugherty,False,0
Stewartstown,Coos,State Representative,1,REP,Daugherty,False,141
Stratford,Coos,State Representative,1,REP,Daugherty,False,95
Wentworth's Location,Coos,State Representative,1,REP,Daugherty,False,6
At. & Gil. Academy Grant,Coos,State Representative,1,DEM,Enman,True,0
Cambridge,Coos,State Representative,1,DEM,Enman,True,0
Clarksville,Coos,State Representative,1,DEM,Enman,True,48
Colebrook,Coos,State Representative,1,DEM,Enman,True,450
Columbia,Coos,State Representative,1,DEM,Enman,True,122
Dix's Grant,Coos,State Representative,1,DEM,Enman,True,0
Dixville,Coos,State Representative,1,DEM,Enman,True,7
Errol,Coos,State Representative,1,DEM,Enman,True,108
Erving's Location,Coos,State Representative,1,DEM,Enman,True,0
Millsfield,Coos,State Representative,1,DEM,Enman,True,5
Odell,Coos,State Representative,1,DEM,Enman,True,0
Pittsburg,Coos,State Representative,1,DEM,Enman,True,145
Second College Grant,Coos,State Representative,1,DEM,Enman,True,0
Stewartstown,Coos,State Representative,1,DEM,Enman,True,138
Stratford,Coos,State Representative,1,DEM,Enman,True,123
Wentworth's Location,Coos,State Representative,1,DEM,Enman,True,12
At. & Gil. Academy Grant,Coos,State Representative,1,REP,Rappaport,True,0
Cambridge,Coos,State Representative,1,REP,Rappaport,True,2
Clarksville,Coos,State Representative,1,REP,Rappaport,True,102
Colebrook,Coos,State Representative,1,REP,Rappaport,True,535
Columbia,Coos,State Representative,1,REP,Rappaport,True,191
Dix's Grant,Coos,State Representative,1,REP,Rappaport,True,0
Dixville,Coos,State Representative,1,REP,Rappaport,True,6
Errol,Coos,State Representative,1,REP,Rappaport,True,68
Erving's Location,Coos,State Representative,1,REP,Rappaport,True,0
Millsfield,Coos,State Representative,1,REP,Rappaport,True,17
Odell,Coos,State Representative,1,REP,Rappaport,True,0
Pittsburg,Coos,State Representative,1,REP,Rappaport,True,310
Second College Grant,Coos,State Representative,1,REP,Rappaport,True,0
Stewartstown,Coos,State Representative,1,REP,Rappaport,True,191
Stratford,Coos,State Representative,1,REP,Rappaport,True,110
Wentworth's Location,Coos,State Representative,1,REP,Rappaport,True,8
At. & Gil. Academy Grant,Coos,State Representative,1,,Scatter,False,0
Cambridge,Coos,State Representative,1,,Scatter,False,0
Clarksville,Coos,State Representative,1,,Scatter,False,0
Colebrook,Coos,State Representative,1,,Scatter,False,11
Columbia,Coos,State Representative,1,,Scatter,False,2
Dix's Grant,Coos,State Representative,1,,Scatter,False,0
Dixville,Coos,State Representative,1,,Scatter,False,0
Errol,Coos,State Representative,1,,Scatter,False,0
Erving's Location,Coos,State Representative,1,,Scatter,False,0
Millsfield,Coos,State Representative,1,,Scatter,False,0
Odell,Coos,State Representative,1,,Scatter,False,0
Pittsburg,Coos,State Representative,1,,Scatter,False,1
Second College Grant,Coos,State Representative,1,,Scatter,False,0
Stewartstown,Coos,State Representative,1,,Scatter,False,3
Stratford,Coos,State Representative,1,,Scatter,False,2
Wentworth's Location,Coos,State Representative,1,,Scatter,False,0
Dummer,Coos,State Representative,2,DEM,Moynihan,True,116
Milan,Coos,State Representative,2,DEM,Moynihan,True,486
Northumberland,Coos,State Representative,2,DEM,Moynihan,True,481
Stark,Coos,State Representative,2,DEM,Moynihan,True,176
Dummer,Coos,State Representative,2,,Scatter,False,0
Milan,Coos,State Representative,2,,Scatter,False,3
Northumberland,Coos,State Representative,2,,Scatter,False,0
Stark,Coos,State Representative,2,,Scatter,False,0
Dummer,Coos,State Representative,2,REP,"Tierney, Jr.",False,43
Milan,Coos,State Representative,2,REP,"Tierney, Jr.",False,212
Northumberland,Coos,State Representative,2,REP,"Tierney, Jr.",False,477
Stark,Coos,State Representative,2,REP,"Tierney, Jr.",False,107
Berlin,Coos,State Representative,3,REP,Catman,False,1029
Berlin,Coos,State Representative,3,DEM,Coulombe,True,2940
Berlin,Coos,State Representative,3,,Scatter,False,42
Berlin,Coos,State Representative,3,DEM,Theberge,True,2651
Berlin,Coos,State Representative,3,DEM,Thomas,True,2426
Dalton,Coos,State Representative,4,DEM,Merner,False,204
Kilkenny,Coos,State Representative,4,DEM,Merner,False,0
Lancaster,Coos,State Representative,4,DEM,Merner,False,617
Dalton,Coos,State Representative,4,REP,Richardson,True,251
Kilkenny,Coos,State Representative,4,REP,Richardson,True,0
Lancaster,Coos,State Representative,4,REP,Richardson,True,916
Dalton,Coos,State Representative,4,,Scatter,False,3
Kilkenny,Coos,State Representative,4,,Scatter,False,0
Lancaster,Coos,State Representative,4,,Scatter,False,2
Carroll,Coos,State Representative,5,DEM,Hammon,True,257
Jefferson,Coos,State Representative,5,DEM,Hammon,True,272
